text,tags
RE Fixed Assets data.msg,['Email']
RE MHD - SuccessFactors - Production Fitness Sign-Off Confirmation.msg,['Email']
RE MHD LLC (ACERE)  - FICO ProfitCost Center Masters Uploaded into PRD S4-HANA System.msg,"['Email', 'Master Data', 'FICO']"
RE MHD LLC (ITICS) and MHD Infra - FICO ProfitCost Center Masters Uploaded into PRD S4-HANA System (2).msg,"['Email', 'Master Data', 'FICO']"
RE MHD LLC (ITICS) and MHD Infra - FICO ProfitCost Center Masters Uploaded into PRD S4-HANA System.msg,"['Email', 'Master Data', 'FICO']"
RE MHD Training - FICO ProfitCost Center Masters Uploaded into PRD S4-HANA System.msg,"['Email', 'Training Material', 'FICO']"
RE MHDInfotechTrainingAMHDMHD Infra - FICO GL Masters Uploaded into PRD S4-HANA System.msg,"['Email', 'Training Material', 'FICO']"
RE Open Project Details - Sign Off.msg,['Email']
RE Open Project Upload to PRD - Sign Off.msg,['Email']
RE PS Master Data - Work Center - Sign Off.msg,"['Email', 'Master Data']"
RE PS Master Data - Work Center Sign Off.msg,"['Email', 'Master Data']"
RE PS Open Data - Sign Off.msg,['Email']
RE Price Master confirmation - 1100.msg,"['Email', 'Master Data']"
RE Price Master confirmation - 1400 (MDS).msg,"['Email', 'Master Data']"
RE Price Master confirmation - 1400 (MDSer).msg,"['Email', 'Master Data']"
RE Price Master confirmation - 1400.msg,"['Email', 'Master Data']"
RE Price Master confirmation - 4000.msg,"['Email', 'Master Data']"
RE Price Master confirmation - 5000.msg,"['Email', 'Master Data']"
RE Price Master confirmation - 6000.msg,"['Email', 'Master Data']"
RE Production Fitness Sign-Off Confirmation - DPL - S4HANA HCM Payroll.msg,"['Payroll Docs', 'Email', 'HCM']"
RE Production Fitness Sign-Off Confirmation - S4HANA HCM Payroll.msg,"['Payroll Docs', 'Email', 'HCM']"
RE Production Readiness  Go-Live Confirmation - SuccessFactors Employee Central Payroll System (1).msg,"['Payroll Docs', 'Email']"
RE Production Readiness  Go-Live Confirmation - SuccessFactors Employee Central Payroll System.msg,"['Payroll Docs', 'Email']"
RE Production System Readiness and Go Live Acceptance Sign Off - MM.msg,"['Email', 'MM']"
RE Production System Readiness and Go Live Acceptance Sign Off by CTM for MM (1).msg,"['Email', 'MM']"
RE Production System Readiness and Go Live Acceptance Sign Off by CTM for MM (10).msg,"['Email', 'MM']"
RE Production System Readiness and Go Live Acceptance Sign Off by CTM for MM (12).msg,"['Email', 'MM']"
RE Production System Readiness and Go Live Acceptance Sign Off by CTM for MM (13).msg,"['Email', 'MM']"
RE Production System Readiness and Go Live Acceptance Sign Off by CTM for MM (14).msg,"['Email', 'MM']"
RE Production System Readiness and Go Live Acceptance Sign Off by CTM for MM (2).msg,"['Email', 'MM']"
RE Production System Readiness and Go Live Acceptance Sign Off by CTM for MM (3).msg,"['Email', 'MM']"
RE Production System Readiness and Go Live Acceptance Sign Off by CTM for MM (4).msg,"['Email', 'MM']"
RE Production System Readiness and Go Live Acceptance Sign Off by CTM for MM (5).msg,"['Email', 'MM']"
RE Production System Readiness and Go Live Acceptance Sign Off by CTM for MM (6).msg,"['Email', 'MM']"
RE Production System Readiness and Go Live Acceptance Sign Off by CTM for MM (8).msg,"['Email', 'MM']"
RE Production System Readiness and Go Live Acceptance Sign Off by CTM for MM (9).msg,"['Email', 'MM']"
RE Production System Readiness and Go Live Acceptance Sign Off by CTM for MM.msg,"['Email', 'MM']"
RE Production System Readiness and Go Live Acceptance Sign Off by CTM for SD  CE.msg,['Email']
RE Production System Readiness and Go Live Acceptance Sign Off by CTM for SD  IBS.msg,['Email']
RE Production System Readiness and Go Live Acceptance Sign Off by CTM for SD  Infotech.msg,['Email']
RE Production System Readiness and Go Live Acceptance Sign Off by CTM for SD  OPD.msg,['Email']
RE Production System Readiness and Go Live Acceptance Sign Off by CTM for SD  SOS.msg,['Email']
RE Production System Readiness and Go Live Acceptance Sign Off by CTM for SD  T&C.msg,['Email']
RE Production System Readiness and Go Live Acceptance Sign Off by CTM for SD  TB.msg,['Email']
RE Production System Readiness and Go Live Acceptance Sign Off by CTM for SD  Training.msg,"['Email', 'Training Material']"
RE Production System Readiness and Go Live Acceptance Sign Off by CTM for SD Blessings.msg,['Email']
RE Production System Readiness and Go Live Acceptance Sign Off byCTM for SD Consumer.msg,['Email']
RE Production Upload Confirmation - 1000 2000 3000 8000.msg,['Email']
RE Production Upload Confirmation - 4000.msg,['Email']
RE Production Upload Confirmation - 5000.msg,['Email']
RE Production Upload Confirmation - 6000.msg,['Email']
RE SAP FICO Master Data  - (SOS) (7).msg,"['Email', 'Master Data', 'FICO']"
RE SAP FICO Master Data  - (SOS).msg,"['Email', 'Master Data', 'FICO']"
RE SAP FICO Master Data - (DPL).msg,"['Email', 'Master Data', 'FICO']"
RE SAP FICO Master Data -(AVON).msg,"['Email', 'Master Data', 'FICO']"
RE SAP PS - MHD Infotech Open data - Sign off.msg,['Email']
RE SAP PS - MHD Infotech Open data UPLOAD - Sign off.msg,['Email']
RE SAP PS Open Data - Sign Off (1).msg,['Email']
RE SAP PS Open Data - Sign Off.msg,['Email']
RE SOS - FICO Masters Uploaded into PRD S4-HANA System.msg,"['Email', 'Master Data', 'FICO']"
RE SOS - SuccessFactors - Production Fitness Sign-Off Confirmation.msg,['Email']
RE SuccessFactors Employee Central Employee Master Data Submission Confirmation SOS.msg,"['Email', 'Master Data']"
RE SuccessFactors Employee Central Employee Master Data Upload Confirmation MHD (4).msg,"['Email', 'Master Data']"
RE SuccessFactors Employee Central Employee Master Data Upload Confirmation MHD LLC Groups.msg,"['Email', 'Master Data']"
RE SuccessFactors Employee Central Employee Master Data Upload Confirmation MHD.msg,"['Email', 'Master Data']"
RE SuccessFactors Employee Central Employee Master Data Upload Confirmation SOS.msg,"['Email', 'Master Data']"
RE SuccessFactors Employee Central Employee Open Data Submission  upload Confirmation MHD.msg,['Email']
RE SuccessFactors Employee Central Employee Open Data Submission Confirmation MHD (2).msg,['Email']
RE SuccessFactors Employee Central Employee Open Data Submission Confirmation MHD.msg,['Email']
RE SuccessFactors Employee Central Employee Open Data Upload Confirmation SOS.msg,['Email']
RE SuccessFactors Employee Central Foundation Master Data  Upload Confirmation (MHD LLC MHD Infotech MHD Training AVON DPL AMHD).msg,"['Email', 'Training Material', 'Master Data']"
RE SuccessFactors Employee Central Foundation Master Data  Upload Confirmation (SOS LLC).msg,"['Email', 'Master Data']"
RE SuccessFactors Employee Central Foundation Master Data  Upload Confirmation DPL.msg,"['Email', 'Master Data']"
RE SuccessFactors Employee Central Foundation Master Data  Upload Confirmation(MHD LLC MHD Infotech MHD Training AVON AMHD).msg,"['Email', 'Training Material', 'Master Data']"
RE SuccessFactors Employee Central Foundation Master Data  Upload Confirmation(SOS LLC).msg,"['Email', 'Master Data']"
RE SucessFactors Employee Central Foundation Master Data Submission Confirmation SOS.msg,"['Email', 'Master Data']"
RE SucessFactors Employee Central Foundation Master Data Upload Confirmation MHD.msg,"['Email', 'Master Data']"
RE SucessFactors Employee Central Foundation Master Data Upload Confirmation SOS.msg,"['Email', 'Master Data']"
,['Meeting Assets']
RE_ DPL Plant Maintenance Master Data Count Confirmation.eml,"['Email', 'Master Data']"
RE_ Development System Handover Report document.msg,['Email']
RE_ MHD E&M master data upload confirmation.eml,"['Email', 'Master Data']"
RE_ MHD E&M master data uploaded confirmation.eml,"['Email', 'Master Data']"
RE_ MHD Projects Master Data Count Confirmation.eml,"['Email', 'Master Data']"
RE_ MHD Projects Plant Maintenance Uploaded confirmation.eml,['Email']
RE_ SAP SD Backlog Prioritization Workshop - DPL.eml,['Workshop']
RE_ SAP SD Backlog Prioritization Workshop - T&B.eml,['Workshop']
RE_ SAP SD Backlog Prioritization Workshop -SOS.eml,['Workshop']
RE_ SAP SD Backlog Prioritization Workshop- AVON.eml,['Workshop']
RE_ SAP SD Backlog Prioritization Workshop- EED.eml,['Workshop']
RE_ SAP SD Backlog Prioritization Workshop- EPD.eml,['Workshop']
RE_ SAP SD Backlog Prioritization Workshop- MHD Infotech.eml,['Workshop']
RE_ SAP SD Backlog Prioritization Workshop- MHD Training .eml,"['Workshop', 'Training Material']"
RE_ SAP _ AVON _ Solution Design Document _ Sales and Distribution.eml,['SDD']
RE_ SAP _ DPL _ Solution Design Documents _ Sales and Distribution .eml,['SDD']
RE_ SAP _ MHD Infotech _ Solution Design Document _ Sales and Distribution .eml,['SDD']
RE_ SAP _ MHD LLC _ EPD_Senthil_Solution Design Document _ Sales and Distribution .eml,['SDD']
RE_ SAP _ MHD LLC _ Projects_Solution Design Document _ Sales and Distribution .eml,['SDD']
RE_ SAP _ MHD LLC _ T&B_Solution Design Document _ Sales and Distribution .eml,['SDD']
RE_ SAP _ MHD LLC _BMD_ Solution Design Document _ Sales and Distribution .eml,['SDD']
RE_ SAP _ MHD LLC _EPD_ Solution Design Document _ Sales and Distribution .eml,['SDD']
RE_ SAP_ Solution Design Document _ SOS _ Sales and Distribution.eml,['SDD']
RE_ SOS Plant Maintenance Master Data count confirmation.eml,"['Email', 'Master Data']"
RE_ SOS Plant Maintenance Master Data upload confirmation.eml,"['Email', 'Master Data']"
RE_ Solution Walkthrough Plan .msg,['Email']
RE_SOS Go-live test completion -PM.eml,"['Email', 'PM']"
Re Activity type price for DPL.msg,['Email']
Re Customer Master count confirmation for Production upload - 6000.msg,"['Email', 'Master Data']"
Re DPL - FICO Masters Uploaded into PRD S4-HANA System .msg,"['Email', 'Master Data', 'FICO']"
Re FA Open Data MHD LLC (1).msg,['Email']
Re FICO - Production fitness Sign off - (MHD LLC  MHD Infotech  MHD Training  AMHD  MHD Infra).msg,"['Email', 'Training Material', 'FICO']"
Re FICO Open data for Production (Live) system.msg,"['Email', 'FICO']"
Re FICO-Profit  Cost Center Master Submission for Production System-(MHD LLC  MHD Infrastructure).msg,"['Email', 'Master Data', 'FICO']"
Re Price Master confirmation - 1300.msg,"['Email', 'Master Data']"
Re Production Fitness Sign-Off Confirmation - SOS - S4HANA HCM Payroll.msg,"['Payroll Docs', 'Email', 'HCM']"
Re Production System Readiness and Go Live Acceptance Sign Off by CTM for MM (11).msg,"['Email', 'MM']"
Re Production System Readiness and Go Live Acceptance Sign Off by CTM for MM (7).msg,"['Email', 'MM']"
Re Production System Readiness and Go Live Acceptance Sign Off by CTM for SD  DPL.msg,['Email']
Re S4HANA Payroll Employee Open Data Submission  upload Confirmation SOS LLC.msg,"['Payroll Docs', 'Email']"
Re SuccessFactors Employee Central Employee Master Data Submission Confirmation MHD LLC Groups.msg,"['Email', 'Master Data']"
Re SuccessFactors Employee Central Employee Master Data Submission Confirmation MHD.msg,"['Email', 'Master Data']"
Re SuccessFactors Employee Central Employee Open Data Upload Confirmation MHD (3).msg,['Email']
Re SuccessFactors Employee Central Employee Open Data Upload Confirmation MHD.msg,['Email']
Re SucessFactors Employee Central Foundation Master Data Upload Confirmation MHD (5).msg,"['Email', 'Master Data']"
Re_ DPL Go-live test confirmation - PM.eml,"['Email', 'PM']"
Re_ DPL Plant Maintenance Uploaded Confirmation.eml,['Email']
Re_ Explore Phase Closure - S4H HCM_SF.msg,"['Email', 'Explore Phase', 'HCM']"
Re_ FICO SDD Documents.msg,"['SDD', 'Email', 'FICO']"
Re_ SAP _ MHD LLC _ EED_Solution Design Document _ Sales and Distribution.eml,['SDD']
Re_ SAP _ MHD LLC _COAT_ Solution Design Document .eml,['SDD']
Re_ SAP _ MHD Training _ Solution Design Document _ Sales and Distribution.eml,['Training Material']
SAP Issues.xlsx,['General']
SAP Pending Issues.xlsx,['General']
SAP Requirement T&B.xlsx,['General']
SKM_C55821040815580.pdf,['General']
SOS LLC_SF_15S-01_Manage Over Time_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_15S-02_Manage Time Off in Lieu_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_1LY-01_Update Dependants Information for Father_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_1LY-02_Update Dependants Information for Mother_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_1LY-03_Update Dependants Information for Spouse_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_1LY-04_Update Dependants Information for Son_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_1LY-05_Update Dependants Information for Daughter_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_2OB-01_Manage Allowance Benefits_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_2OB-02_Manage Claim Benefits_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_2OY-04_Define Company structure for SOS_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ0-01_Manage Hiring process_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ0-02_Manage Rehiring process_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ1-01_Manage Probation_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ1-02_Administer Off-Cycle Salary adjustment_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ1-03_Administer Lateral Move_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ1-04_Perform Implicit Position update_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ1-05_Manage Temporary employment_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ1-06_Change line manager only_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ1-07_Change Working Time_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ1-08_Manage Miscellaneous Job Information Changes_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ1-09_Manage Allowances Change_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ1-10_Manage Miscellaneous Compensation Information Changes_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ1-11_Manage One Time Payment_V1.0.20200808.docx,['General']
SOS LLC_SF_FJ1-12_Maintain Recurring Deductions_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ1-13_Maintain One Time Deductions_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ1-14_Maintain Alternative Cost Distribution_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ2-01_Manage Promotion with Pay change_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ2-02_Manage Promotion without Pay change_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ2-03_Manage Demotion with Pay change_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ2-04_Manage Demotion without Pay change_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ3-01_Manage End of Contract_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ3-02_Manage Early Retirement_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ3-03_Manage termination due to Death_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ3-04_Manage Dismissal_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ3-05_Manage Termination - No Show_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ3-06_Manage Termination - Probation Failed_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ3-07_Manage Normal Retirement_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ3-08_Manage Self-Termination_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ3-09_Manage Vol Resignation_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ5-01_Update Personal Information_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ5-02_Update Work permit information_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ5-03_Update Contact Information_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ5-04_Update Primary Emergency Contact_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ5-05_Update Address Information_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ7-01_Manage Annual Leave_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ7-02_Manage Sick Leave_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ7-03_Manage Authorized paid Leave_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ7-05_Manage Death Leave_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ7-06_Manage Compensatory Leave_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ7-07_Manage Emergency Leave_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ7-08_Manage Hajj Leave_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ7-10_Manage Marriage Leave_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ7-11_Manage Maternity Leave_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ7-14_Manage Study Leave_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FJ7-16_Manage Unauthorized Unpaid Leave_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FK1-01_Manage permanent Position_V1.0.20200808.docx,['Business Process Design']
SOS LLC_SF_FK1-02_Manage temporary Position_V1.0.20200808.docx,['Business Process Design']
SOS-SDD-BD3_Sales Processing using third party procurement with shipment notification_V1.0 20200806.pdf,['SDD']
SOS-SDD-BJE Make-to-Order Production_V1.0 20200806.docx,['SDD']
SOS-SDD-BJE Make-to-Order Production_V1.1 20200830.pdf,['SDD']
SOS_SDD-1B6-Sales Rebate Processing_V1.0_20200812.pdf,['SDD']
SOS_SDD-1IU-Customer Consignment_V1.0_20200811.pdf,['SDD']
SOS_SDD-2EQ-Sales of Services_V1.0_20200812.pdf,['SDD']
SOS_SDD-31Q-Sales Order Processing for Sales Kits_V1.0_20200812.pdf,['SDD']
SOS_SDD-BDN Sales of Non-Stock Item with Order-Specific Procurement_V1.020200806.pdf,['SDD']
SOS_SDD-I91-01-Rate Contracts_V1.0 20200811.pdf,['SDD']
SOS_SDD-I91-02-Value contracts_V1.0_20200811.pdf,['SDD']
SOS_SDD-I91-03-Milestone Contracts_V1.0_20200812.pdf,['SDD']
SOS_SDD-I91-04-Periodic Billing Contracts_V1.0_20200812.pdf,['SDD']
SOS_SDD_1EZ-Credit Memo Processing_V1.0_20200811.pdf,['SDD']
SOS_SDD_1F1-Debit Memo Processing_V1.0_20200811.pdf,['SDD']
SOS_SDD_1IQ-Sales Inquiry_V1.0_20200811.pdf,['SDD']
SOS_SDD_BD9-01-Sales for authorized customers (Credit Sales)_V1.0_20200811.pdf,['SDD']
SOS_SDD_BD9-02-Cash sales to unauthorized customers_V1.0_20200811.pdf,['SDD']
SOS_SDD_BD9-03-Counter Sales_V1.0_20200811.pdf,['SDD']
SOS_SDD_BD9-04-Scrap Sales_V1.0_20200811.pdf,['SDD']
SOS_SDD_BDA-Free Goods SalesV1.0_20200811.pdf,['SDD']
SOS_SDD_BDD-Customer returns_V1.0_20200811.pdf,['SDD']
SOS_SDD_BDG-Sales Quotation_V1.0_20200811.pdf,['SDD']
SOS_SDD_BDQ-Invoice corrrection with debit memo_V1.0_20200811.pdf,['SDD']
SOS_SDD_BKL-Invoice corrrection with credit memo_V1.0_20200811.pdf,['SDD']
SuccessFactors Employee Central Employee Master Data Submission Confirmation MHD (6).msg,"['Email', 'Master Data']"
SuccessFactors Employee Central Employee Master Data Submission Confirmation MHD.msg,"['Email', 'Master Data']"
SuccessFactors Employee Central Employee Master Data Submission Confirmation SOS.msg,"['Email', 'Master Data']"
SuccessFactors Employee Central Employee Master Data Upload Confirmation MHD.msg,"['Email', 'Master Data']"
SuccessFactors Employee Central Employee Master Data Upload Confirmation SOS.msg,"['Email', 'Master Data']"
SuccessFactors Employee Central Employee Open Data Upload Confirmation MHD.msg,['Email']
SuccessFactors Employee Central Employee Open Data Upload Confirmation SOS.msg,['Email']
SuccessFactors Employee Central Foundation Master Data  Upload Confirmation (MHD LLC MHD Infotech MHD Training AVON DPL AMHD) (7).msg,"['Email', 'Training Material', 'Master Data']"
SuccessFactors Employee Central Foundation Master Data  Upload Confirmation (MHD LLC MHD Infotech MHD Training AVON DPL AMHD).msg,"['Email', 'Training Material', 'Master Data']"
SuccessFactors Employee Central Foundation Master Data  Upload Confirmation(MHD LLC MHD Infotech MHD Training AVON AMHD).msg,"['Email', 'Training Material', 'Master Data']"
SuccessFactors Employee Central Foundation Master Data  Upload Confirmation(SOS LLC).msg,"['Email', 'Master Data']"
SucessFactors Employee Central Foundation Master Data Submission Confirmation MHD.msg,"['Email', 'Master Data']"
SucessFactors Employee Central Foundation Master Data Upload Confirmation SOS.msg,"['Email', 'Master Data']"
TS - MHD - Warranty billing report - v4.0.docx,['General']
TS CM MDS engineer screen enh.docx,['General']
TS-MHD-EAS Service Report.docx,['General']
TS-MHD-OAS SR&SO enhancements.docx,['General']
TS_MHD_Bill_Plan_Report.docx,['General']
KDS Document for WM.xlsx,['General']
MHD WM GSI Scope.xlsx,['General']
MHD-USER MANUAL-Bin to Bin- V1.0.pdf,['User Manual']
MHD-USER MANUAL-Customer Returns- V1.0.pdf,['User Manual']
MHD-USER MANUAL-Goods Reciept WithOut PO- V1.0.pdf,['User Manual']
MHD-USER MANUAL-Issue against Delivery- V1.0.pdf,"['Delivery Costing Sheet', 'User Manual']"
MHD-USER MANUAL-Issue against Orders- V1.0.pdf,['User Manual']
MHD-USER MANUAL-Physical Inventory IM- V1.0.pdf,['User Manual']
MHD-USER MANUAL-Physical Inventory WM- V1.0.pdf,['User Manual']
MHD-USER MANUAL-Post Goods Reciept- V1.0.pdf,['User Manual']
MHD-USER MANUAL-Stock Transfer Two step- V1.0.pdf,['User Manual']
MHD-USER MANUAL-Stock Transfer one step- V1.0.pdf,['User Manual']
MHD-USER MANUAL-Stock Type change- V1.0.pdf,['User Manual']
MHD_ WM_UAT_Test Script_1FS-01.xlsx,['Testing Docs']
MHD_ WM_UAT_Test Script_Physical Inventory.xlsx,['Testing Docs']
MHD_ WM_UAT_Test Script_Returns Process.xlsx,['Testing Docs']
MHD_ WM_UAT_Test Script_Warehouse Operation.xlsx,['Testing Docs']
MHD_Module_Roles_Register_WM.xlsx,['General']
MHD_WM_SDD_1FS-01_Post Goods Receipt for WM managed Storage Locations-V1.pdf,['SDD']
MHD_WM_SDD_1FS-02_Post Goods Receipt without Reference-V1.pdf,['SDD']
MHD_WM_SDD_1FW-Annual Physical Inventory in Warehouse Level.pdf,['SDD']
MHD_WM_SDD_1V5-01_Post Goods Issue for WM managed Storage Locations-V1.pdf,['SDD']
MHD_WM_SDD_ZW2-02_Bin to Bin Transfer in Warehouse.pdf,['SDD']
MHD_WM_SDD_ZW2-02_Post Goods Issue for WM managed Storage Locations-V1.pdf,['SDD']
MHD_WM_SDD_ZW2-03_Stock Transfer from WM managed Storage location two step.pdf,['SDD']
MHD_WM_SDD_ZW2-04_Stock Transfer from WM managed Storage location One step.pdf,['SDD']
MHD_WM_SDD_ZW2-05_Stock Type change.pdf,['SDD']
MHD_WM_SDD_ZW3-01_Supplier Returns.pdf,['SDD']
MHD_WM_SDD_ZW3-02_Customer Returns.pdf,['SDD']
WM Configuration Document_V0.1_13.12.2021.docx,['General']
WM Material Master extension template.xlsx,"['Templates', 'Master Data']"
28 - SOS LLC_BPD_10D-11 Process Regular Payroll with  End of Service - End of Contract -20200804 Ver 1.0.docx,['Payroll Docs']
DPL_SDD-2EQ-Sales of Services_V1.0_20200812.pdf,['SDD']
DPL_SDD-31Q-Sales Order Processing for Sales Kits_V1.0_20200812.pdf,['SDD']
DPL_SDD-I91-01-Rate Contracts_V1.0 20200811.pdf,['SDD']
DPL_SDD-I91-02-Value contracts_V1.0_20200811.pdf,['SDD']
DPL_SDD_1EZ-Credit Memo Processing_V1.0_20200811.pdf,['SDD']
DPL_SDD_1F1-Debit Memo Processing_V1.0_20200811.pdf,['SDD']
DPL_SDD_1IQ-Sales Inquiry_V1.0_20200811.pdf,['SDD']
DPL_SDD_BD9-01-Sales for authorized customers (Credit Sales)_V1.0_20200811.pdf,['SDD']
DPL_SDD_BD9-02-Cash sales to unauthorized customers_V1.0_20200811.pdf,['SDD']
DPL_SDD_BD9-03-Counter Sales_V1.0_20200811.pdf,['SDD']
DPL_SDD_BD9-04-Scrap Sales_V1.0_20200811.pdf,['SDD']
DPL_SDD_BDA-Free Goods Sales_V1.0_20200811.pdf,['SDD']
DPL_SDD_BDD-Customer returns_V1.0_20200811.pdf,['SDD']
DPL_SDD_BDG-Sales Quotation_V1.0_20200811.pdf,['SDD']
DPL_SDD_BDN_Sales of Non-Stock Item with Order-Specfic Procurement_V1.0 .20200806.pdf,['SDD']
DPL_SDD_BDQ-Invoice corrrection with debit memo_V1.0_20200811.pdf,['SDD']
DPL_SDD_BKL-Invoice corrrection with credit memo_V1.0_20200811.pdf,['SDD']
MHD Action Log V1.0 20200705.xlsx,['General']
MHD Delay Log V1.0 20062020.xlsx,['General']
MHD LLC_SSD_BMY-01-Subcontracting-V1 (1).pdf,['Business Process Design']
MHD Open Issues Log  V1.0 20200518.xls,['General']
MHD Project Weekly status  Report V1.0 20200604.pptx,['WSR']
MHD Project Weekly status  Report V1.0 20200611.pptx,['WSR']
MHD Project Weekly status  Report V1.0 20200617.pptx,['WSR']
MHD Project Weekly status  Report V1.0 20200819.pptx,['WSR']
MHD Project Weekly status  Report V1.0 20200826.pptx,['WSR']
MHD Project Weekly status  Report V1.0 20200909.pptx,['WSR']
MHD Project Weekly status  Report V1.0 20200916.pptx,['WSR']
MHD Project Weekly status  Report V1.0 20200923.pptx,['WSR']
MHD Project Weekly status  Report V1.0 20200930.pptx,['WSR']
MHD Project Weekly status  Report V1.0 20201007.pptx,['WSR']
MHD Project Weekly status  Report V1.0 20201014.pptx,['WSR']
MHD Project Weekly status  Report V1.0 20201021.pptx,['WSR']
MHD Project Weekly status  Report V1.1 20200623.pptx,['WSR']
MHD Project Weekly status  Report V1.1 20200701.pptx,['WSR']
MHD Project Weekly status  Report V1.1 20200708.pptx,['WSR']
MHD Project Weekly status  Report V1.1 20200715.pptx,['WSR']
MHD Project Weekly status  Report V1.1 20200722.pptx,['WSR']
MHD Project Weekly status  Report V1.1 20200728.pptx,['WSR']
MHD Project Weekly status  Report V1.1 20200804.pptx,['WSR']
MHD Project Weekly status  Report V1.2 20200805.pptx,['WSR']
MHD Project Weekly status  Report V1.2 20200812.pptx,['WSR']
MHD Risk Register V1.1 20200521.xlsx,['General']
MHD _PMO_Deliverable Audit_V1.0_13 Aug 2020.xlsx,['General']
MHD _PMO_Deliverable Audit_V1.1_14 Sep 2020.xlsx,['General']
MHD _PMO_Deliverable Audit_V1.1_2020-21.xlsx,['General']
MHD _PMO_Deliverable Audit_V1.1_2020-21_01 Jun 2021.xlsx,['General']
MHD _PMO_Deliverable Audit_V1.1_2020-21_21 Apr 2021.xlsx,['General']
MHD _PMO_Deliverable Audit_V1.1_2020-21_27 Apr 2021.xlsx,['General']
MHD_SAP S4 HANA_Steering Committte PPT V1.1 20200709.pptx,['MM']
PKZKOXF360-MHD - MOM - Monthly Steering Committee Meeting 19072020 .docx,"['MoM', 'Meeting Assets', 'MM']"
PKZKOXF360-MHD - Weekly Status Meeting V1.0 20200617.docx,['Meeting Assets']
PKZKOXF360-MHD - Weekly Status Meeting V1.0 20200624.docx,['Meeting Assets']
PKZKOXF360-MHD - Weekly Status Meeting V1.0 20200701.docx,['Meeting Assets']
PKZKOXF360-MHD - Weekly Status Meeting V1.0 20200708.docx,['Meeting Assets']
PKZKOXF360-MHD - Weekly Status Meeting V1.0 20200715.docx,['Meeting Assets']
PKZKOXF360-MHD - Weekly Status Meeting V1.0 20200722.docx,['Meeting Assets']
PKZKOXF360-MHD - Weekly Status Meeting V1.0 20200729.docx,['Meeting Assets']
